"";"cntry";"year";"CPIH";"DGDP";"DMGT";"DXGT";"LTIR";"NAWU";"NPON";"PDEB";"PDEF";"PGDP";"POPU";"REER";"STIR";"TFFP";"UNEM";"UVGD";"id";"CC.EST";"GE.EST";"PV.EST";"RL.EST";"RQ.EST";"VA.EST";"VA.STD.ERR"
"1";"AUT";1960;NA;9,0551781;1,4412;1,3492;NA;NA;861,456;NA;NA;NA;7047,44;1,995702129;NA;50,8183149;1,9;6,3074;1;NA;NA;NA;NA;NA;NA;NA
"2";"AUT";1961;NA;9,4406705;1,4983;1,4626;NA;NA;879,734;NA;NA;NA;7086,3;2,016729286;NA;52,412381;1,4;6,9253;1;NA;NA;NA;NA;NA;NA;NA
"3";"AUT";1962;NA;9,778543;1,5741;1,6085;NA;NA;898,854;NA;NA;NA;7129,86;2,021399243;NA;52,7431401;1,5;7,3451;1;NA;NA;NA;NA;NA;NA;NA
"4";"AUT";1963;NA;10,1263703;1,7395;1,7498;NA;NA;916,714;NA;NA;NA;7175,81;2,021399243;NA;54,2676038;1,6;7,9166;1;NA;NA;NA;NA;NA;NA;NA
"5";"AUT";1964;NA;10,4559614;1,9616;1,8951;NA;NA;937,449;NA;NA;NA;7223,8;2,021399243;NA;56,6613983;1,5;8,6678;1;NA;NA;NA;NA;NA;NA;NA
"6";"AUT";1965;NA;11,0513936;2,2105;2,0869;6,51;1,247468;958,164;NA;NA;86,6326;7270,89;2,021394882;NA;57,5346739;1,5;9,4233;1;NA;NA;NA;NA;NA;NA;NA
"7";"AUT";1966;NA;11,3964171;2,4817;2,2677;6,91;1,247468;979,154;NA;NA;90,4773;7322,07;2,02140215;NA;60,0618727;1,4;10,2658;1;NA;NA;NA;NA;NA;NA;NA
"8";"AUT";1967;NA;11,8217359;2,5874;2,4226;7,22;1,247468;1001,429;NA;NA;94,3737;7377;2,011965001;4,75;61,5379958;1,4;10,9692;1;NA;NA;NA;NA;NA;NA;NA
"9";"AUT";1968;NA;12,5817377;2,8886;2,7624;7,74;1,241827;1020,286;NA;NA;98,3182;7415,4;1,944081161;4,14;63,7819505;1,5;12,1965;1;NA;NA;NA;NA;NA;NA;NA
"10";"AUT";1969;NA;13,0103904;3,3251;3,3528;7,52;1,268139;1036,361;NA;NA;102,409;7441,06;1,931415885;4,49;66,7847644;1,6;13,4036;1;NA;NA;NA;NA;NA;NA;NA
"11";"AUT";1970;NA;13,6268582;4,131;4,1194;7,82;1,134234;1051,055;18,5386;NA;107,1248;7467,09;1,931491319;5,62;70,1762363;1,1;15,0387;1;NA;NA;NA;NA;NA;NA;NA
"12";"AUT";1971;NA;14,6932091;4,6609;4,6082;7,71;1,100838;1066,14;17,4488;NA;112,5485;7500,48;1,902487591;4,39;71,8180497;1;17,0446;1;NA;NA;NA;NA;NA;NA;NA
"13";"AUT";1972;NA;15,9614321;5,3815;5,2961;7,38;1,024342;1082,115;16,7359;NA;118,8079;7544,2;1,884424031;5,17;74,2188959;0,9;19,6653;1;NA;NA;NA;NA;NA;NA;NA
"14";"AUT";1973;NA;18,5425767;6,5986;6,4505;8,25;0,932401;1098,004;16,7379;NA;125,1118;7586,12;1,752670363;6,94;75,4638268;0,8;23,9619;1;NA;NA;NA;NA;NA;NA;NA
"15";"AUT";1974;NA;22,3607232;9,1469;8,7448;9,74;0,923857;1113,484;16,8629;NA;130,9213;7599,04;1,59147693;7,26;76,3977827;1;30,0355;1;NA;NA;NA;NA;NA;NA;NA
"16";"AUT";1975;NA;24,1935971;9,2298;9,0971;9,61;0,936143;1127,066;22,9116;NA;135,5956;7578,9;1,565874291;5,49;75,0275108;1,3;32,3797;1;NA;NA;NA;NA;NA;NA;NA
"17";"AUT";1976;NA;27,4841373;11,9878;11,0603;8,75;0,987354;1137,874;26,2622;NA;140,1442;7565,53;1,455963896;4,67;76,9639323;1,4;38,4672;1;NA;NA;NA;NA;NA;NA;NA
"18";"AUT";1977;NA;30,7431699;14,615;12,6392;8,73;1,122242;1149,761;28,5906;NA;144,7365;7568,43;1,369287007;7,49;78,8381296;1,5;45,2145;1;NA;NA;NA;NA;NA;NA;NA
"19";"AUT";1978;NA;33,2530823;14,9107;14,209;8,21;1,303968;1160,161;32,2102;NA;148,4972;7562,31;1,341802141;6,44;77,2982888;1,5;48,8028;1;NA;NA;NA;NA;NA;NA;NA
"20";"AUT";1979;NA;34,9126248;17,5102;16,6704;7,96;1,483815;1166,513;34,0148;NA;152,1327;7549,43;1,330603257;5,6;79,990069;1,4;53,9831;1;NA;NA;NA;NA;NA;NA;NA
"21";"AUT";1980;NA;37,5602947;20,7569;18,7251;9,32;1,768627;1161,899;35,4781;NA;155,5463;7549,43;1,305829088;10,28;79,7040847;1,7;59,0826;1;NA;NA;NA;NA;NA;NA;NA
"22";"AUT";1981;NA;40,6566741;22,6042;21,0745;10,61;2,1954;1143,812;37,1832;NA;158,6767;7568,71;1,287406525;11,37;78,6540818;2,6;63,861;1;NA;NA;NA;NA;NA;NA;NA
"23";"AUT";1982;NA;45,4400479;23,5727;23,1109;9,92;2,48188;1116,158;39,4867;NA;161,3406;7574,14;1,213570925;8,77;80,0437061;3,1;72,8099;1;NA;NA;NA;NA;NA;NA;NA
"24";"AUT";1983;NA;49,1680469;25,9553;24,7256;8,17;2,638395;1086,967;43,7226;NA;164,0778;7561,91;1,160505222;5,38;81,9433468;3,1;81,1257;1;NA;NA;NA;NA;NA;NA;NA
"25";"AUT";1984;NA;52,3691433;29,2414;28,3138;8,02;2,865708;1071,027;46,2269;NA;166,8953;7561,43;1,143499778;6,57;81,2797968;3,3;86,4517;1;NA;NA;NA;NA;NA;NA;NA
"26";"AUT";1985;NA;54,2383111;32,2696;32,0489;7,77;3,059098;1073,815;48,122;NA;170,2322;7564,98;1,13680661;6,2;82,3237422;3,6;91,7746;1;NA;NA;NA;NA;NA;NA;NA
"27";"AUT";1986;NA;58,3706844;32,3498;32,3304;7,44;3,216308;1086,132;52,3956;NA;173,8808;7569,79;1,087498092;5,32;83,2372308;3,8;101,0398;1;NA;NA;NA;NA;NA;NA;NA
"28";"AUT";1987;NA;61,4070799;33,8811;33,8366;7,01;3,287157;1102,167;56,2016;NA;177,9235;7574,59;1,058915867;4,35;83,5162872;3,7;107,7385;1;NA;NA;NA;NA;NA;NA;NA
"29";"AUT";1988;NA;62,280141;37,8025;37,3277;6,86;3,31966;1118,313;57,4135;NA;182,5724;7585,32;1,060013226;4,59;84,8305319;3,4;112,8717;1;NA;NA;NA;NA;NA;NA;NA
"30";"AUT";1989;59,7345155;64,1996638;42,9379;42,324;7,15;3,364871;1132,855;56,6861;NA;187,8428;7619,57;1,058806857;7,46;86,4170008;3,2;120,8731;1;NA;NA;NA;NA;NA;NA;NA
"31";"AUT";1990;61,4070819;66,7189285;46,913;46,7904;8,77;3,469283;1146,612;56,2803;NA;193,6904;7677,85;1,049388458;8,53;87,9882383;3,4;131,0751;1;NA;NA;NA;NA;NA;NA;NA
"32";"AUT";1991;63,2968986;69,1918717;49,858;48,6383;8,56;3,561256;1158,88;56,4852;NA;199,9346;7754,89;1,048734403;9,1;89,1002222;3,6;140,6117;1;NA;NA;NA;NA;NA;NA;NA
"33";"AUT";1992;65,4976978;72,6768713;51,9833;49,9935;7,37;3,580712;1169,34;56,3768;NA;205,9484;7840,71;1,033182416;9,32;89,5624086;3,6;150,786;1;NA;NA;NA;NA;NA;NA;NA
"34";"AUT";1993;67,5669275;77,9317869;51,6897;51,1415;6,7;3,725928;1179,982;61,0104;NA;211,0354;7905,63;0,990080158;7,23;89,2855711;4;162,5404;1;NA;NA;NA;NA;NA;NA;NA
"35";"AUT";1994;69,3909595;80,3963996;58,0866;55,219;7,03;3,873723;1191,269;64,1291;NA;215,8113;7936,12;0,983961105;5,04;90,3184181;4,3;171,7086;1;NA;NA;NA;NA;NA;NA;NA
"36";"AUT";1995;70,5152808;84,072718;64,0131;61,8187;7,14;3,88839;1202,445;68,3205;-2,1370968;220,6203;7948,28;0,958002369;4,52;91,8438917;4,2;184,3511;1;NA;NA;NA;NA;NA;NA;NA
"37";"AUT";1996;71,7716667;83,3086534;66,9987;64,0351;6,32;4,092152;1212,232;68,2596;-0,5822203;225,5812;7959,02;0,976323191;3,34;92,6575445;4,7;186,9677;1;1,732164;1,73165;1,410498;1,808153;1,658712;1,44895;0,2080557
"38";"AUT";1997;72,6066667;81,9871585;71,0833;69,5588;5,68;4,133542;1220,332;63,4934;1,0246299;231,1597;7968,04;1,00462926;3,51;93,1198505;4,7;187,8541;1;1,791665;1,802195;1,2608135;1,827805;1,5312105;1,4018645;0,21080535
"39";"AUT";1998;73,2025;82,1681716;75,2279;74,7889;4,71;4,225638;1226,965;63,859;0,8804277;237,1843;7976,79;1,006845781;3,58;94,7861134;4,7;195,0116;1;1,851166;1,87274;1,111129;1,847457;1,403709;1,354779;0,213555
"40";"AUT";1999;73,5791667;82,9427575;79,3042;80,2296;4,68;4,179532;1231,691;66,6905;0,8382758;243,5692;7992,32;1;2,96;96,2371566;4,2;203,8506;1;1,8301885;1,901011;0,96747785;1,8449145;1,4691635;1,336169;0,2078853
"41";"AUT";2000;75,0191667;84,0741308;89,7451;92,5905;5,56;4,208455;1235,842;66,1242;1,1549509;250,0267;8011,57;1;4,39;97,7955163;3,9;213,6065;1;1,809211;1,929282;0,8238267;1,842372;1,534618;1,317559;0,2022156
"42";"AUT";2001;76,7441667;85,7111408;94,6474;98,3929;5,08;4,304851;1240,149;66,729;2,9436833;256,078;8042,29;1;4,26;97,6198406;4;220,5251;1;1,8878225;1,93599;1,09301635;1,867014;1,560229;1,312528;0,19485325
"43";"AUT";2002;78,035;86,6930478;94,3871;102,755;4,96;4,47089;1249,849;66,728;2,0627188;261,7422;8082,12;1;3,32;98,4589527;4,4;226,7352;1;1,966434;1,942698;1,362206;1,891656;1,58584;1,307497;0,1874909
"44";"AUT";2003;79,0508333;87,8266029;96,9579;103,3421;4,14;4,616105;1255,689;65,8529;1,3936754;267,414;8118,25;1;2,33;98,1408059;4,8;231,8625;1;2,019736;1,995846;0,9633993;1,887247;1,569717;1,343882;0,1866033
"45";"AUT";2004;80,6041667;89,3545403;106,4518;113,5819;4,13;4,858228;1284,422;65,1894;-1,7988411;273,2564;8169,44;1;2,11;99,6162818;5,5;242,3483;1;2,049625;1,865303;1,090582;1,836986;1,524203;1,475651;0,1754576
"46";"AUT";2005;82,2991667;91,6221733;115,3858;123,5307;3,39;4,904012;1332,766;68,6425;0,7139426;279,4935;8225,28;1;2,19;100,348795;5,6;254,075;1;1,92206;1,684595;1,105386;1,859191;1,606079;1,378657;0,1753199
"47";"AUT";2006;83,6875;93,3558131;126,5381;136,1664;3,8;4,847664;1378,093;67,309;0,6002663;285,5252;8267,95;1;3,08;101,9735953;5,3;267,8245;1;1,914531;1,831036;1,075933;1,913557;1,644535;1,372685;0,1628137
"48";"AUT";2007;85,5291667;95,42941;136,799;149,2613;4,3;4,786624;1411,313;65,0313;1,7802965;291,0673;8295,19;1;4,28;103,7720368;4,9;283,978;1;2,013397;1,870187;1,283752;1,960128;1,690031;1,369262;0,1598701
"49";"AUT";2008;88,2875;97,2963154;143,4287;156,4249;4,36;4,517195;1436,551;68,6984;1,4515769;296,1141;8321,54;1;4,63;103,2602168;4,1;293,7619;1;1,843035;1,78084;1,339206;1,922995;1,606344;1,358464;0,1586214
"50";"AUT";2009;88,6425;99,1345022;120,5603;130,2173;3,94;4,879041;1461,231;79,854;-2,1872178;298,262;8341,48;1;1,22;99,1096899;5,3;288,044;1;1,703025;1,66658;1,190602;1,78489;1,452587;1,392846;0,1487411
"51";"AUT";2010;90,1441667;100;141,3132;151,683;3,23;4,76013;1475,492;82,6967;-1,5478986;300,8833;8361,07;1;0,81;100;4,8;295,8966;1;1,585462;1,841763;1,152648;1,8003;1,452815;1,430291;0,1463182
"52";"AUT";2011;93,345;101,8334099;158,6436;167,3103;3,32;4,806566;1486,978;82,4444;0,2308461;303,6242;8388,53;1;1,39;101,364386;4,6;310,1287;1;1,431896;1,617761;1,193522;1,801555;1,382634;1,402444;0,1391993
"53";"AUT";2012;95,7458333;103,9253094;163,0819;171,9888;2,37;4,941139;1511,807;81,9201;0,5239115;306,352;8426,31;1;0,57;100,8343532;4,9;318,653;1;1,389731;1,575873;1,340567;1,858179;1,524189;1,448773;0,1333287
"54";"AUT";2013;97,7733333;105,6129407;163,9799;173,1018;2,01;5,117483;1541,995;81,2662;0,651835;309,2208;8477,23;1;0,22;100,0617989;5,4;323,9102;1;1,550795;1,588477;1,364101;1,851382;1,490679;1,456567;0,1303993
"55";"AUT";2014;99,2016667;107,9107672;166,9627;177,8553;1,49;5,204696;1570,33;84,0475;-0,291944;312,3182;8543,93;1;0,21;99,6236274;5,6;333,1461;1;1,474735;1,572586;1,2707;1,952464;1,48773;1,391321;0,1421983
"56";"AUT";2015;100;110,2501083;169,8564;182,7678;0,75;5,222935;1594,448;84,7293;1,3223144;316,4432;8629,52;1;-0,01975;99,8474002;5,7;344,2585;1;1,519276;1,479127;1,143079;1,855247;1,403266;1,383533;0,1448841
"57";"AUT";2016;100,9708333;111,8060857;173,3432;186,464;0,38;5,296596;1615,242;82,9817;0,5494311;321,1057;8739,81;1;-0,2641667;100,4871213;6;356,2376;1;1,548537;1,511905;0,9096388;1,814967;1,440436;1,337481;0,1418739
"58";"AUT";2017;103,2233333;113,2060563;187,327;198,7583;0,58;5,134519;1636,255;78,1979;1,0887805;326,5138;8795,07;1;-0,33;101,3554586;5,5;369,8992;1;1,526029;1,461261;1,046604;1,812473;1,437395;1,342785;0,1429981
"59";"AUT";2018;105,4116667;115,0232787;196,7224;210,608;0,69;4,949079;NA;73,7537;1,7700361;332,3615;8843,96;1;-0,32;102,3624743;4,9;386,0938;1;1,596492;1,453342;0,909404;1,87477;1,532049;1,380758;0,1455202
"60";"AUT";2019;107,3546764;117,362731;203,4577;217,8471;NA;4,834805;NA;69,7411;1,8112801;338,3027;8886,874;1;NA;102,5561915;4,7;399,9475;1;1,545429;1,490911;0,9801227;1,883051;1,459116;1,326599;0,1381988
"61";"AUT";2020;109,3602839;119,537193;210,8255;226,5181;NA;4,739486;NA;66,7759;1,6084061;344,8003;8929,112;1;NA;103,1627298;4,7;414,0001;1;NA;NA;NA;NA;NA;NA;NA
"62";"BEL";1960;NA;12,6452415;3,8432;3,7527;NA;NA;1095,426;NA;NA;NA;9153,489;1,309128183;NA;47,4892455;2,2;11,4936;2;NA;NA;NA;NA;NA;NA;NA
"63";"BEL";1961;NA;12,6590207;4,182;4,0764;5,87;NA;1111,312;NA;NA;NA;9183,948;1,322925937;4,63;49,1031202;1,8;12,0784;2;NA;NA;NA;NA;NA;NA;NA
"64";"BEL";1962;NA;12,836607;4,5504;4,5243;5,18;NA;1133,299;NA;NA;NA;9220,578;1,325984943;3,36;50,6222492;1,7;12,8825;2;NA;NA;NA;NA;NA;NA;NA
"65";"BEL";1963;NA;13,2261251;5,1435;5,0006;5;NA;1151,407;NA;NA;NA;9289,77;1,325984943;3,6;52,2273723;1,5;13,8579;2;NA;NA;NA;NA;NA;NA;NA
"66";"BEL";1964;NA;13,8416612;5,7782;5,7021;5,6;NA;1171,833;NA;NA;NA;9378,113;1,325984943;4,85;54,8413618;1,4;15,5105;2;NA;NA;NA;NA;NA;NA;NA
"67";"BEL";1965;NA;14,5633138;6,1684;6,1312;6,44;1,780513;1195,791;NA;NA;116,2391;9463,667;1,325984943;5,03;56,0058817;1,6;16,9044;2;NA;NA;NA;NA;NA;NA;NA
"68";"BEL";1966;NA;15,165577;6,9955;6,847;6,65;1,780513;1220,213;NA;NA;122,1417;9527,807;1,325984943;5,55;56,7834357;1,7;18,1504;2;NA;NA;NA;NA;NA;NA;NA
"69";"BEL";1967;NA;15,7231773;7,1765;7,208;6,68;1,780513;1245,034;NA;NA;128,2909;9580,991;1,319795042;5,51;58,1909476;2,4;19,5458;2;NA;NA;NA;NA;NA;NA;NA
"70";"BEL";1968;NA;16,7020828;8,343;8,3836;6,55;1,994896;1264,513;NA;NA;134,2269;9618,756;1,275268407;4,48;59,8960198;2,8;21,6289;2;NA;NA;NA;NA;NA;NA;NA
"71";"BEL";1969;NA;17,4890738;10,0039;10,1806;7,29;2,153054;1280,522;62,5663;NA;140,4297;9646,032;1,266966453;7,33;62,4621766;2,2;24,1481;2;NA;NA;NA;NA;NA;NA;NA
"72";"BEL";1970;NA;18,310938;11,252;11,7572;7,8;2,347022;1293,145;60,1221;NA;146,757;9655,549;1,267023468;8,08;64,7561927;1,8;26,8484;2;NA;NA;NA;NA;NA;NA;NA
"73";"BEL";1971;NA;19,2962152;12,0729;12,5986;7,32;2,562569;1305,071;59,7698;NA;153,0296;9673,162;1,260945119;5,35;66,0085831;1,7;29,3549;2;NA;NA;NA;NA;NA;NA;NA
"74";"BEL";1972;NA;20,9695681;13,6562;14,6751;7,04;2,853959;1321,621;59,9781;NA;159,3267;9711,115;1,223632186;4,18;68,6824785;2,2;33,5771;2;NA;NA;NA;NA;NA;NA;NA
"75";"BEL";1973;NA;23,1847954;17,9556;18,7465;7,5;3,127241;1338,473;57,9058;NA;165,8136;9741,72;1,184953359;6,59;71,4795714;2,2;39,397;2;NA;NA;NA;NA;NA;NA;NA
"76";"BEL";1974;NA;27,0047044;24,8632;25,1855;8,77;3,451518;1353,009;54,4326;NA;172,4724;9772,419;1,13813123;10,61;72,6347959;2,3;47,8152;2;NA;NA;NA;NA;NA;NA;NA
"77";"BEL";1975;NA;30,6273187;24,2974;24,3462;8,52;4,001084;1364,735;55,7755;NA;178,7313;9800,7;1,129626003;7,01;71,2163963;4,2;53,5098;2;NA;NA;NA;NA;NA;NA;NA
"78";"BEL";1976;NA;34,7828686;30,7069;30,9046;9,09;4,579348;1373,226;56,3796;NA;184,7314;9818,227;1,070044794;10,33;74,3168405;5,5;64,2053;2;NA;NA;NA;NA;NA;NA;NA
"79";"BEL";1977;NA;39,4789961;35,2362;34,4452;8,76;5,278505;1380,991;59,6444;NA;189,9599;9830,358;1,013455661;7,42;73,9490882;6,3;73,3301;2;NA;NA;NA;NA;NA;NA;NA
"80";"BEL";1978;NA;41,9240363;37,409;36,4044;8,93;6,111533;1393,156;63,2987;NA;194,6888;9839,534;0,993091207;7,3;74,9741054;6,8;80,0847;2;NA;NA;NA;NA;NA;NA;NA
"81";"BEL";1979;NA;43,9053184;44,2247;42,3812;9,69;6,98127;1405,479;65,8489;NA;198,9244;9848,382;0,995671779;10,92;75,4067598;7;85,8329;2;NA;NA;NA;NA;NA;NA;NA
"82";"BEL";1980;NA;44,9804907;48,4122;45,5496;11,9;7,802419;1405,894;74,205;NA;203,3381;9859;1,006398132;14,33;77,782957;7,4;91,8427;2;NA;NA;NA;NA;NA;NA;NA
"83";"BEL";1981;NA;46,4939501;52,9367;50,6477;13,44;8,640751;1401,14;86,6598;NA;205,3497;9858;1,023668874;15,56;77,8894162;9,4;94,6678;2;NA;NA;NA;NA;NA;NA;NA
"84";"BEL";1982;NA;46,192141;56,3574;54,4001;13,43;9,292228;1388,996;96,271;NA;207,4483;9856;1,108371612;14,25;78,5305431;11;94,6128;2;NA;NA;NA;NA;NA;NA;NA
"85";"BEL";1983;NA;48,0044793;58,9265;58,9487;11,94;9,556962;1362,03;106,5658;NA;210,1548;9854;1,126378598;10,42;79,1222043;10,7;98,6316;2;NA;NA;NA;NA;NA;NA;NA
"86";"BEL";1984;NA;50,6112175;67,7092;67,9173;12,24;9,714382;1348,389;110,7438;NA;213,4332;9855;1,126480234;11,53;80,7711997;10,8;106,5522;2;NA;NA;NA;NA;NA;NA;NA
"87";"BEL";1985;NA;53,5763596;70,1249;70,8623;10,97;9,576245;1362,979;115,3571;NA;217,5982;9857;1,11338154;9,55;81,4851764;10,1;114,6579;2;NA;NA;NA;NA;NA;NA;NA
"88";"BEL";1986;NA;56,4778635;67,4533;69,7635;8,63;9,384226;1388,809;120,4613;NA;221,9658;9859;1,085721581;8,05;82,2324372;10;123,0704;2;NA;NA;NA;NA;NA;NA;NA
"89";"BEL";1987;NA;58,4389346;70,1177;72,0264;8,18;9,111438;1409,767;124,8658;NA;226,6324;9870;1,06695852;7,05;83,2479512;9,8;130,2812;2;NA;NA;NA;NA;NA;NA;NA
"90";"BEL";1988;NA;59,1737257;78,4294;81,2167;8,01;8,769667;1434,345;125,3088;NA;232,3557;9904;1,076564394;6,73;85,3221631;8,8;138,1501;2;NA;NA;NA;NA;NA;NA;NA
"91";"BEL";1989;NA;62,0810332;91,6409;94,3346;8,66;8,414069;1462,327;122,1411;NA;238,5307;9940;1,075376984;8,73;86,3517171;7,4;149,9658;2;NA;NA;NA;NA;NA;NA;NA
"92";"BEL";1990;NA;65,2635938;96,9069;99,1394;10,01;8,132519;1487,37;125,9085;NA;244,7111;9968;1,051705631;9,82;87,2078173;6,6;162,6;2;NA;NA;NA;NA;NA;NA;NA
"93";"BEL";1991;63,721246;67,4628268;99,463;102,0145;9,29;7,950035;1513,234;127,2802;NA;250,1959;10006;1,046688266;9,39;87,6019027;6,4;171,1602;2;NA;NA;NA;NA;NA;NA;NA
"94";"BEL";1992;65,1552823;70,8301084;102,2105;106,1806;8,65;7,916336;1537,894;128,8653;NA;255,5634;10047;1,031068495;9,38;88,0486797;7,1;182,454;2;NA;NA;NA;NA;NA;NA;NA
"95";"BEL";1993;66,774886;75,7003978;101,7355;107,2278;7,23;8,051344;1560,839;134,4424;NA;260,6978;10086;1,003257321;8,08;86,7542031;8,6;193,1239;2;NA;NA;NA;NA;NA;NA;NA
"96";"BEL";1994;68,3721746;78,8737432;113,3553;120,091;7,75;8,230178;1584,11;132,4357;NA;266,0077;10116;0,983058957;5,58;89,028902;9,8;207,713;2;NA;NA;NA;NA;NA;NA;NA
"97";"BEL";1995;69,2412876;82,124111;124,0535;131,7237;7,48;8,32759;1611,074;130,5448;4,5046731;271,553;10137;0,955676638;4,7;89,5314474;9,7;221,4303;2;NA;NA;NA;NA;NA;NA;NA
"98";"BEL";1996;70,4758333;80,9214653;127,717;133,98;6,49;8,429767;1639,344;127,9735;4,5760814;277,185;10157;0,974186847;3,18;90,1242834;9,5;221,6643;2;1,359654;1,711544;1,288753;1,366947;1,214232;1,4333;0,2080557
"99";"BEL";1997;71,535;79,1622085;135,9915;143,6981;5,75;8,438839;1665,839;123,2058;5,6252924;283,8133;10181;1,004791782;3,44;92,2867688;9,2;224,8911;2;1,3577115;1,775027;1,1564575;1,3108225;1,134567;1,3880735;0,21080535
"100";"BEL";1998;72,1841667;80,3825566;139,9243;147,6324;4,75;8,424321;1688,022;118,1965;6,4617791;290,6624;10203;1,00696085;3,54;92,352009;9,3;232,8686;2;1,355769;1,83851;1,024162;1,254698;1,054902;1,342847;0,213555
"101";"BEL";1999;73,0033333;81,4022983;146,7762;156,0573;4,75;8,262237;1706,273;114,4166;6,3308984;297,935;10226;1;2,96;94,0628222;8,4;244,226;2;1,426274;1,786593;1,0772695;1,2974065;1,129493;1,3546755;0,2078853
"102";"BEL";2000;74,9591667;83,0495486;178,7451;185,5521;5,59;8,005519;1722,414;108,7692;6,5942871;305,4435;10251;1;4,39;95,4862425;6,9;258,222;2;1,496779;1,734676;1,130377;1,340115;1,204084;1,366504;0,2022156
"103";"BEL";2001;76,7841667;84,7949049;179,8699;188,7639;5,13;7,865594;1738,064;107,5916;6,707441;312,6473;10287;1;4,26;94,70723;6,6;265,7884;2;1,4983415;1,856343;1,197355;1,3571385;1,2513;1,371978;0,19485325
"104";"BEL";2002;77,9725;86,2193335;178,27;193,4114;4,99;7,823353;1754,391;104,7112;5,8462524;319,1585;10333;1;3,32;95,9734529;7,5;275,0651;2;1,499904;1,97801;1,264333;1,374162;1,298516;1,377452;0,1874909
"105";"BEL";2003;79,155;87,9118005;179,1752;193,8776;4,18;7,792988;1771,255;101,1136;3,6283;325,2193;10376;1;2,33;96,3405883;8,2;282,6365;2;1,419816;1,933774;0,8596703;1,365136;1,314252;1,47829;0,1866033
"106";"BEL";2004;80,625;89,6528316;196,157;210,2027;4,15;7,778231;1789,81;96,5238;4,6480408;331,6713;10421;1;2,11;98,635135;8,4;298,7108;2;1,379904;1,875864;0,7101418;1,328163;1,356272;1,440266;0,1754576
"107";"BEL";2005;82,6708333;91,5678508;217,5849;229,0045;3,43;7,807083;1804,259;94,6771;1,5968561;338,2093;10479;1;2,19;99,1214547;8,5;311,4808;2;1,385844;1,711561;0,7958109;1,268298;1,272992;1,420762;0,1753199
"108";"BEL";2006;84,595;93,6829596;235,1404;247,3196;3,81;7,820376;1809,539;91,0494;4,3128358;344,5443;10548;1;3,08;100,2379772;8,3;326,6621;2;1,309614;1,747101;0,8576542;1,23609;1,330316;1,342394;0,1628137
"109";"BEL";2007;86,1316667;95,5636404;253,9593;267,1206;4,33;7,755612;1814,894;87,0282;4,0462995;351,2317;10626;1;4,28;101,8340426;7,5;344,7125;2;1,355735;1,60886;0,7574292;1,330672;1,419906;1,360771;0,1598701
"110";"BEL";2008;89,9983333;97,3939078;280,4629;282,1763;4,42;7,694506;1828,252;92,5308;2,8599478;357,3684;10710;1;4,63;100,7189364;7;354,0659;2;1,37489;1,389756;0,6212433;1,345495;1,40555;1,324988;0,1586214
"111";"BEL";2009;89,9925;98,151732;233,8472;241,7394;3,9;7,764782;1848,469;99,5366;-1,5589434;361,5758;10796;1;1,22;98,0833846;7,9;348,7811;2;1,460206;1,571342;0,819909;1,384073;1,312602;1,346693;0,1487411
"112";"BEL";2010;92,0925;100;272,5538;279,1137;3,46;7,809205;1871,671;99,7199;-0,3939737;366,1411;10896;1;0,81;100;8,3;365,1005;2;1,527498;1,575026;0,8106462;1,393128;1,28502;1,360687;0,1463182
"113";"BEL";2011;95,18;102,0018424;307,5239;309,4855;4,23;7,697688;1903,961;102,5926;-0,5963499;371,1759;10994;1;1,39;100,4902376;7,2;379,1063;2;1,575072;1,656356;0,9545354;1,418426;1,241629;1,325163;0,1391993
"114";"BEL";2012;97,6791667;104,0160604;316,5455;318,9352;3;7,704962;1942,098;104,3326;-0,6297289;374,6921;11068;1;0,57;100,0298386;7,6;387,5001;2;1,608068;1,602476;0,9235997;1,427129;1,22858;1,349422;0,1333287
"115";"BEL";2013;98,8983333;105,1042704;315,7878;320,6605;2,41;7,679985;1976,817;105,452;0,1759699;377,6257;11125;1;0,22;100,0687959;8,4;392,3398;2;1,673882;1,607339;0,9400827;1,438435;1,291454;1,373046;0,1303993
"116";"BEL";2014;99,3833333;105,8514728;328,1997;330,7365;1,71;7,538652;2012,56;107,5232;0,1648393;381,2403;11180;1;0,21;100,5293793;8,5;400,0866;2;1,573292;1,381594;0,7012694;1,523439;1,157765;1,366339;0,1421983
"117";"BEL";2015;99,9991667;106,9063063;326,2298;332,0935;0,84;7,384653;2046,923;106,3663;0,6394245;385,6632;11238;1;-0,01975;101,1166831;8,5;411,0102;2;1,573307;1,438441;0,5870946;1,463494;1,287759;1,38744;0,1448841
"118";"BEL";2016;101,7691667;108,8365525;345,647;351,287;0,48;7,132093;2079,073;106,0953;0,4354539;390,7654;11295;1;-0,2641667;101,164741;7,8;424,6603;2;1,638705;1,326213;0,4413673;1,390965;1,340684;1,377026;0,1418739
"119";"BEL";2017;104,0325;110,6517827;371,514;376,628;0,72;6,868317;2112,949;103,4302;1,6445664;395,7957;11349;1;-0,33;101,3266186;7,1;439,0519;2;1,497134;1,181693;0,4280707;1,343427;1,24425;1,384981;0,1429981
"120";"BEL";2018;106,4366667;111,9531134;393,0063;395,4688;0,79;6,543549;NA;102,0138;1,5666364;401,5084;11405;1;-0,32;101,309719;6;450,5768;2;1,510498;1,171748;0,410127;1,367054;1,268755;1,397339;0,1455202
