"";"cntry";"year";"CPIH";"DGDP";"DMGT";"DXGT";"LTIR";"NAWU";"NPON";"PDEB";"PDEF";"PGDP";"POPU";"REER";"STIR";"TFFP";"UNEM";"UVGD";"id";"CC.EST";"GE.EST";"PV.EST";"RL.EST";"RQ.EST";"VA.EST";"VA.STD.ERR"
"523";"IRL";1994;65,8286013;65,5506361;28,156;32,693;7,92;13,543222;409,658;85,8636;NA;75,1272;3570,7;1,007686994;5,87;75,1356537;14,3;48,1637;8;NA;NA;NA;NA;NA;NA;NA
"524";"IRL";1995;67,6718021;65,6225235;33,0948;38,8783;8,25;12,403893;412,047;78,5431;3,0130606;80,1903;3601,3;1,035503146;6,28;79,8433291;12,3;52,9446;8;NA;NA;NA;NA;NA;NA;NA
"525";"IRL";1996;69,1333333;68,7937501;38,1858;44,7206;7,29;11,024921;414,535;69,8517;4,1513399;86,5199;3626,1;1,007471139;5,42;83,0772035;11,7;59,7723;8;1,708908;1,67032;1,344184;1,50104;1,51273;1,382437;0,2080557
"526";"IRL";1997;70;75,8569323;47,6331;56,3928;6,29;9,479633;417,485;61,6004;5,0396842;94,0814;3664,3;0,949149529;6,05;88,5936151;9,9;73,0919;8;1,6504535;1,7373205;1,4283515;1,56696;1,607482;1,369071;0,21080535
"527";"IRL";1998;71,5;76,8430759;59,1742;67,9363;4,8;7,908866;420,361;51,481;5,3863517;102,3727;3714,17;0,998325215;5,47;91,0122392;7,5;80,4609;8;1,591999;1,804321;1,512519;1,63288;1,702234;1,355705;0,213555
"528";"IRL";1999;73,25;80,0432082;68,1184;80,2268;4,71;6,495492;422,743;46,6499;5,8795747;111,3667;3754,75;1;2,96;94,8742233;5,8;92,6324;8;1,512383;1,735113;1,549045;1,6002455;1,7753895;1,381977;0,2078853
"529";"IRL";2000;77,1166667;85,5602562;87,4093;102,4081;5,51;5,381499;426,262;36,0733;6,7970408;120,5173;3804,25;1;4,39;99,0371042;4,5;108,3804;8;1,432767;1,665905;1,585571;1,567611;1,848545;1,408249;0,2022156
"530";"IRL";2001;80,1916667;91,4169301;97,2029;116,2587;5,01;4,639322;431,493;33,2395;2,3942049;129,6042;3863,81;1;4,26;100,1834098;4,2;121,9586;8;1,4208535;1,648031;1,5464975;1,597184;1,809015;1,339532;0,19485325
"531";"IRL";2002;83,9583333;96,208121;99,6455;123,0094;5,01;4,253248;437,442;30,5521;0,7934513;138,3628;3931,84;1;3,32;102,7976735;4,7;135,9592;8;1,40894;1,630157;1,507424;1,626757;1,769485;1,270815;0,1874909
"532";"IRL";2003;87,3333333;100,0429229;95,6308;117,6852;4,13;4,163634;444,086;29,9297;1,5594704;146,3519;3996,98;1;2,33;102,2850605;4,8;145,5558;8;1,459252;1,559119;1,349686;1,518056;1,617235;1,276466;0,1866033
"533";"IRL";2004;89,3416667;100,7029169;103,3065;125,7511;4,08;4,355508;452,164;28,2149;2,3911356;154,2244;4067,33;1;2,11;104,2959757;4,7;156,1438;8;1,289458;1,540083;1,172185;1,52895;1,57729;1,477552;0,1754576
"534";"IRL";2005;91,2916667;103,8726653;116,912;135,4411;3,33;4,877538;459,038;26,0766;2,5889993;162,1298;4159,99;1;2,19;104,223945;4,6;170,187;8;1,593498;1,735597;1,29988;1,595653;1,489262;1,623855;0,1753199
"535";"IRL";2006;93,7416667;107,4876456;131,2667;146,148;3,76;5,81284;465,09;23,6184;3,7693061;169,5554;4269,83;1;3,08;103,774525;4,8;184,9937;8;1,71035;1,536329;1,191983;1,722037;1,837013;1,396541;0,1541785
"536";"IRL";2007;96,4416667;108,8045347;142,9937;159,3046;4,31;7,216774;474,623;23,9084;1,2693884;175,4305;4400,18;1;4,28;103,9867104;5;197,202;8;1,748592;1,560755;1,214467;1,745495;1,849392;1,397142;0,1524529
"537";"IRL";2008;99,45;108,374255;141,7848;157,9419;4,53;9,043421;487,601;42,4037;-5,7381981;177,4228;4496,04;1;4,63;97,8902836;6,8;187,7691;8;1,749867;1,500238;1,18624;1,715704;1,91417;1,42259;0,1510167
"538";"IRL";2009;97,7666667;103,367949;135,6757;158,5962;5,23;11,02518;502,565;61,5433;-11,8158877;176,5299;4539,15;1;1,22;96,1767589;12,6;170,1006;8;1,759452;1,33617;1,056545;1,750502;1,698822;1,353574;0,1487411
"539";"IRL";2010;96,1916667;100;144,9248;172,7966;5,74;12,67011;518,591;85,9938;-29,2309755;175,1673;4559,77;1;0,81;100;14,6;167,7212;8;1,688269;1,349588;1,020165;1,768064;1,620827;1,324432;0,1463182
"540";"IRL";2011;97,3583333;98,3778477;145,1427;177,3031;9,6;13,643752;536,19;110,8605;-9,4478467;175,0421;4578,54;1;1,39;104,3180515;15,4;171,1402;8;1,562963;1,455905;0,9489989;1,755929;1,600839;1,305361;0,1432025
"541";"IRL";2012;99,2083333;100,5372739;152,3986;183,0127;6,17;13,804634;554,795;119,8647;-3,9248827;177,2404;4597,44;1;0,57;103,8905812;15,5;175,2162;8;1,463658;1,547128;0,9410727;1,734317;1,571007;1,322521;0,1411121
"542";"IRL";2013;99,7333333;101,8756545;152,456;186,2443;3,79;13,186913;574,157;119,684;-1,8529154;181,4062;4620,04;1;0,22;102,9401013;13,8;179,9224;8;1,538592;1,485336;0,9010757;1,731723;1,582879;1,311735;0,1399095
"543";"IRL";2014;100,0333333;101,6343432;179,1643;214,3497;2,37;11,994277;594,551;104,1331;0,2412326;188,7838;4652,46;1;0,21;109,2918683;11,9;195,2929;8;1,60488;1,597105;1,052991;1,779153;1,764863;1,317501;0,1538932
"544";"IRL";2015;100;109,1717421;244,8861;320,5649;1,18;10,491728;614,69;76,8233;0,6722505;232,426;4695,77;1;-0,01975;133,4138553;10;262,4662;8;1,615371;1,533082;0,9084555;1,774898;1,818874;1,334674;0,1526971
"545";"IRL";2016;99,7916667;108,2531229;285,882;328,2354;0,74;8,934836;635,518;73,4562;1,5946526;246,4692;4748,99;1;-0,2641667;133,6822524;8,4;273,2382;8;1,583356;1,331621;0,8478189;1,517244;1,740965;1,291039;0,1499778
"546";"IRL";2017;100,05;108,6740841;263,2682;352,5556;0,8;7,530002;657,583;68,4668;1,6910468;267,3691;4802,27;1;-0,33;141,4231965;6,7;294,1101;8;1,548582;1,290977;1,002215;1,427983;1,585116;1,293336;0,1513462
"547";"IRL";2018;100,7666667;110,3302928;284,3546;383,8083;0,95;6,430141;NA;64,7537;1,6569352;280,8892;4860,65;1;-0,32;147,5320383;5,8;318,4596;8;1,5476;1,420338;1,028014;1,463336;1,628548;1,318841;0,1552342
"548";"IRL";2019;101,7535174;112,1941919;300,6095;404,7467;NA;5,705168;NA;61,3181;1,4070705;293,0571;4905,854;1;NA;150,6607803;5,4;336,0147;8;1,458099;1,281375;0,9733633;1,39423;1,60191;1,335065;0,1459736
"549";"IRL";2020;103,1101631;114,3130553;317,7837;427,1456;NA;5,361984;NA;55,9019;1,5451487;304,5461;4947,554;1;NA;153,0837005;5;353,8899;8;NA;NA;NA;NA;NA;NA;NA
"550";"ITA";1960;NA;9,1277204;4,9477;4,8527;5,26;NA;4673,8;31,9006;NA;NA;50199,7;0,340926111;3,5;48,6894422;5,3;37,074;9;NA;NA;NA;NA;NA;NA;NA
"551";"ITA";1961;NA;9,3957583;5,4692;5,4718;4,97;NA;4778,95;30,0327;NA;NA;50536,35;0,344520134;3,5;51,7508002;4,9;41,394;9;NA;NA;NA;NA;NA;NA;NA
"552";"ITA";1962;NA;9,874911;6,3235;6,1017;5,05;NA;4887,45;28,8858;NA;NA;50879,45;0,345315994;3,5;54,6071677;4,3;46,543;9;NA;NA;NA;NA;NA;NA;NA
"553";"ITA";1963;NA;10,7157801;7,8323;6,7035;5,19;NA;4974,65;26,9364;NA;NA;51252;0,345315994;3,5;57,4565396;3,7;53,646;9;NA;NA;NA;NA;NA;NA;NA
"554";"ITA";1964;NA;11,3685143;7,5848;7,7045;5,74;NA;5074,6;26,7668;NA;NA;51675,35;0,345315994;3,5;58,8414263;4;59,167;9;NA;NA;NA;NA;NA;NA;NA
"555";"ITA";1965;NA;11,7473926;7,7487;9,2283;5,39;4,65221;5194,95;27,8026;NA;569,768;52112,35;0,345315994;3,5;61,2176294;5;63,954;9;NA;NA;NA;NA;NA;NA;NA
"556";"ITA";1966;NA;12,0308651;8,96;10,2962;5,49;4,65221;5320,9;32,4809;NA;602,105;52519;0,345315994;3,5;64,9461551;5,4;69,874;9;NA;NA;NA;NA;NA;NA;NA
"557";"ITA";1967;NA;12,4600208;10,1979;11,0961;5,59;4,65221;5457,3;32,053;NA;636,338;52900,5;0,343704649;3,5;68,2679332;5;77,949;9;NA;NA;NA;NA;NA;NA;NA
"558";"ITA";1968;NA;13,0609344;11,2241;13,0916;5,61;4,942375;5583,7;34,4227;NA;670,655;53235,75;0,332108125;3,5;71,9675732;5,3;87,689;9;NA;NA;NA;NA;NA;NA;NA
"559";"ITA";1969;NA;13,63929;13,6528;15,1734;5,8;4,96307;5710,05;35,0371;NA;706,937;53537,95;0,329946237;3,71;74,9308423;5,3;97,611;9;NA;NA;NA;NA;NA;NA;NA
"560";"ITA";1970;NA;14,526857;16,6225;16,8921;7,73;5,256459;5862,95;35,9777;NA;741,28;53821,85;0,329961214;5,25;77,7586401;5,1;110,238;9;NA;NA;NA;NA;NA;NA;NA
"561";"ITA";1971;NA;15,4078684;17,7532;18,6906;7;5,343872;6034,149;40,6432;NA;775,252;54073,489;0,33436091;5,69;77,5307217;5,1;118,812;9;NA;NA;NA;NA;NA;NA;NA
"562";"ITA";1972;NA;16,1633064;20,1361;21,2109;6,59;5,705103;6199,611;46,1643;NA;807,156;54381,345;0,33789864;5,18;78,9686121;6;128,906;9;NA;NA;NA;NA;NA;NA;NA
"563";"ITA";1973;NA;16,6772776;25,7071;23,0941;6,92;5,872672;6356,212;49,0849;NA;840,996;54751,405;0,370021226;6,98;81,5509271;5,9;141,943;9;NA;NA;NA;NA;NA;NA;NA
"564";"ITA";1974;NA;18,1663457;36,5932;30,4887;9,61;5,726144;6518,051;48,7846;NA;875,873;55110,868;0,408942968;14,88;83,0633569;5;162,424;9;NA;NA;NA;NA;NA;NA;NA
"565";"ITA";1975;NA;20,8639014;34,3425;34,5398;10,04;6,071976;6678,172;55,0501;NA;904,209;55441,001;0,418096133;10,44;79,8662008;5,5;182,043;9;NA;NA;NA;NA;NA;NA;NA
"566";"ITA";1976;NA;21,3801161;42,6028;40,4745;12,66;6,420355;6826,461;54,7409;NA;931,588;55718,26;0,480382901;15,97;83,2674999;6,2;198,952;9;NA;NA;NA;NA;NA;NA;NA
"567";"ITA";1977;NA;23,4901315;46,2109;48,464;14,71;6,666928;6976,381;53,7776;NA;958,662;55955,411;0,519961576;13,95;83,5004988;6,7;223,371;9;NA;NA;NA;NA;NA;NA;NA
"568";"ITA";1978;NA;25,0514632;48,5894;53,8799;13,05;6,431733;7138,575;57,8364;NA;988,844;56155,143;0,557886039;11,5;84,592841;6,7;245,123;9;NA;NA;NA;NA;NA;NA;NA
"569";"ITA";1979;NA;27,5583575;61,3935;64,5797;13,02;6,797168;7292,756;56,6465;NA;1016,485;56317,749;0,587950028;11,95;87,2974722;7,2;284,641;9;NA;NA;NA;NA;NA;NA;NA
"570";"ITA";1980;NA;31,9594512;78,4682;69,6652;15,25;6,836255;7419,792;54,5716;NA;1047,58;56433,883;0,614173643;16,93;87,6529539;7,1;340,328;9;NA;NA;NA;NA;NA;NA;NA
"571";"ITA";1981;NA;35,8653358;91,6943;84,3201;19,36;7,205003;7474,63;56,847;NA;1069,506;56501,675;0,652378542;19,31;87,0228875;7,4;384,048;9;NA;NA;NA;NA;NA;NA;NA
"572";"ITA";1982;NA;40,3459857;97,8914;92,5734;20,22;7,503337;7439,755;61,3765;NA;1090,288;56543,548;0,683676347;19,88;85,9261165;8;432,699;9;NA;NA;NA;NA;NA;NA;NA
"573";"ITA";1983;NA;45,6880451;99,1447;101,767;18,3;7,230223;7347,502;67,4028;NA;1114,826;56564,074;0,69717808;18,31;85,5419693;7,4;494,524;9;NA;NA;NA;NA;NA;NA;NA
"574";"ITA";1984;NA;49,5814107;119,5093;117,4587;15,6;7,517815;7292,47;72,703;NA;1137,353;56576,718;0,713424264;17,27;87,0650929;7,9;552,834;9;NA;NA;NA;NA;NA;NA;NA
"575";"ITA";1985;NA;51,7659335;128,4821;126,4035;13,71;7,608751;7394,439;78,4721;NA;1163,178;56593,071;0,747823392;15,04;88,0599812;8,2;592,32;9;NA;NA;NA;NA;NA;NA;NA
"576";"ITA";1986;NA;55,2948688;114,2298;122,6419;11,47;7,83306;7594,587;82,4117;NA;1190,036;56596,155;0,754995429;12,83;89,16569;8,9;649,844;9;NA;NA;NA;NA;NA;NA;NA
"577";"ITA";1987;NA;57,4698987;123,0555;126,152;10,64;8,191635;7800,755;86,1642;NA;1217,314;56601,931;0,772055034;11,39;90,769922;9,6;696,12;9;NA;NA;NA;NA;NA;NA;NA
"578";"ITA";1988;NA;59,7648208;132,6654;133,2431;10,9;8,320817;8015,839;87,7249;NA;1247,23;56629,288;0,793966751;11,29;92,8790856;9,7;753,085;9;NA;NA;NA;NA;NA;NA;NA
"579";"ITA";1989;48,481607;64,7342497;156,7605;156,8517;12,79;8,575461;8233,936;90,0458;NA;1275,167;56671,781;0,780092136;12,68;94,7453861;9,7;842,234;9;NA;NA;NA;NA;NA;NA;NA
"580";"ITA";1990;51,4874667;69,6857789;169,6839;171,5266;13,54;8,514842;8449,839;91,8894;NA;1304,583;56719,239;0,786038621;12,33;95,0622742;8,9;924,63;9;NA;NA;NA;NA;NA;NA;NA
"581";"ITA";1991;54,6886712;74,5145215;172,2452;173,1538;13,17;8,548578;8667,873;95,0694;NA;1334,027;56758,521;0,791849794;12,2;95,0347406;8,5;1002,928;9;NA;NA;NA;NA;NA;NA;NA
"582";"ITA";1992;57,4105511;74,8551186;179,9308;178,9066;13,28;8,649352;8884,511;101,6401;NA;1360,408;56797,087;0,824014729;14,01;95,389343;8,8;1014,795;9;NA;NA;NA;NA;NA;NA;NA
"583";"ITA";1993;60,0011872;67,4262352;158,9757;185,9734;11,19;8,928606;9085,91;111,3411;NA;1377,763;56831,821;0,95091542;10,19;95,9890666;9,7;906,451;9;NA;NA;NA;NA;NA;NA;NA
"584";"ITA";1994;62,5062296;67,1893081;172,4123;202,6709;10,52;9,109509;9275,586;117,2731;NA;1396,059;56843,4;0,989045433;8,45;98,160442;10,6;922,002;9;NA;NA;NA;NA;NA;NA;NA
"585";"ITA";1995;65,8729154;63,5415193;188,6969;221,5913;12,21;9,256759;9485,49;116,9095;3,8921367;1415,098;56844,3;1,100125499;10,33;100,2513312;11,2;895,337;9;NA;NA;NA;NA;NA;NA;NA
"586";"ITA";1996;68,4916667;72,2404249;198,1581;244,9967;9,4;9,27297;9701,133;116,3409;4,429233;1435,714;56860,3;1,011718407;8,69;100,6322521;11,2;1031,004;9;0,4078476;0,8403255;1,11122;1,056424;0,8552957;1,129291;0,2080557
"587";"ITA";1997;69,8;75,2595869;224,0276;264,7043;6,86;9,275756;9886,766;113,7639;6,1525548;1457,794;56890,4;0,996400295;6,78;101,7371358;11,2;1093,807;9;0,46284865;0,85648065;1,151817;0,94465815;0,8042444;1,0966325;0,21080535
"588";"ITA";1998;71,1583333;76,5942052;238,5382;272,8744;4,88;9,171673;10056,777;110,8079;4,8486855;1481,035;56906,7;1,003806287;4,91;102,3183799;11,3;1131,194;9;0,5178497;0,8726358;1,192414;0,8328923;0,7531931;1,063974;0,213555
"589";"ITA";1999;72,325;78,1318125;251,6621;272,4728;4,73;9,17445;10225,069;109,6555;4,5915979;1502,117;56916,3;1;2,96;102,933016;10,9;1171,901;9;0,6235035;0,819161;1,05524265;0,84674745;0,793606;1,0523465;0,2078853
"590";"ITA";2000;74,2166667;79,6673526;307,5454;317,9683;5,58;8,928478;10403,85;105,1161;3,691297;1525,557;56942,1;1;4,39;104,8378308;10;1239,266;9;0,7291573;0,7656862;0,9180713;0,8606026;0,8340189;1,040719;0,2022156
"591";"ITA";2001;75,9416667;82,0463133;317,9225;334,2272;5,19;8,648904;10579,709;104,7272;2,6923754;1547,232;56979,8;1;4,26;104,7904585;9;1298,89;9;0,6379935;0,7837583;0,87850055;0,812323;0,8892024;1,039686;0,19485325
"592";"ITA";2002;77,925;84,7983095;319,3063;329,3452;5,03;8,576684;10754,547;101,9301;2,4603316;1565,529;57099,5;1;3,32;103,5747402;8,5;1345,794;9;0,5468297;0,8018304;0,8389298;0,7640434;0,9443859;1,038653;0,1874909
"593";"ITA";2003;80,1166667;87,4960254;318,5824;324,88;4,25;8,713784;10945,957;100,4863;1,6327636;1582,034;57412,6;1;2,33;102,6251729;8,4;1390,71;9;0,512423;0,8015524;0,4323907;0,7158915;1,077558;0,985717;0,1866033
"594";"ITA";2004;81,925;89,7041853;340,0863;348,5181;4,26;8,611185;11171,735;100,0896;1,1103572;1601,614;57844,8;1;2,11;103,220792;8;1448,363;9;0,3757025;0,6471076;0,2703004;0,6021007;1,094056;1,177168;0,1754576
"595";"ITA";2005;83,7333333;91,3980098;368,8881;367,2421;3,56;8,662108;11413,514;101,9429;0,4040342;1614,552;58190,6;1;2,19;103,4323701;7,7;1489,726;9;0,4105245;0,5618377;0,490133;0,5182708;0,998329;1,057029;0,1753199
"596";"ITA";2006;85,6;93,1335208;419,0836;406,1331;4,05;8,385613;11613,305;102,5574;0,9243943;1627,522;58428,4;1;3,08;103,643489;6,8;1548,473;9;0,4838046;0,3647408;0,5318275;0,3876202;0,9774947;1,064524;0,1541785
"597";"ITA";2007;87,3333333;95,4009594;447,237;441,4547;4,49;8,116539;11770,684;99,792;3,2980009;1641,386;58787,4;1;4,28;103,7809164;6,1;1609,551;9;0,3368244;0,1976259;0,4476521;0,4787489;0,9405472;1,111907;0,1440017
"598";"ITA";2008;90,3833333;97,767454;452,9784;440,102;4,68;8,489635;11908,794;102,4079;2,2987459;1645,555;59241,9;1;4,63;102,3347767;6,7;1632,151;9;0,2701409;0,2796266;0,5492006;0,4551162;0,9747458;1,032024;0,1453803
"599";"ITA";2009;91,075;99,681571;363,8464;353,5295;4,31;8,838542;12029,158;112,5472;-0,8322958;1640,664;59578,3;1;1,22;98,0987317;7,7;1572,878;9;0,1990607;0,421652;0,3482109;0,4047396;0,9684786;1,03418;0,1411032
"600";"ITA";2010;92,55;100;435,7442;404,1485;4,04;9,064184;12127,54;115,4127;0,0787092;1635,655;59829,6;1;0,81;100;8,4;1604,515;9;0,1269229;0,4419097;0,4739237;0,4303287;0,8963356;0,9627974;0,1212115
"601";"ITA";2011;95,2666667;101,4683909;467,9319;442,2189;5,42;8,649068;12271,057;116,5215;0,9884193;1636,025;60060;1;1,39;100,2745413;8,4;1637,463;9;0,1818639;0,3775406;0,5012074;0,4665138;0,7177325;0,9118239;0,1187818
"602";"ITA";2012;98,425;102,8688095;445,2372;461,1738;5,49;9,54397;12505,325;123,361;2,2617487;1618,876;60339,1;1;0,57;98,2781173;10,7;1613,265;9;0,066175;0,4206704;0,5082175;0,4033195;0,7499914;0,9168093;0,1194586
"603";"ITA";2013;99,65;104,1155175;426,8876;463,1288;4,32;9,97253;12827,385;129,021;1,9139983;1615,501;60646,4;1;0,22;98,1891047;12,1;1604,599;9;0,0516357;0,4584835;0,4954992;0,4029013;0,7847136;0,9542174;0,1176712
"604";"ITA";2014;99,8833333;105,1138883;429,0261;475,301;2,89;10,195296;13117,008;131,7855;1,5438759;1613,461;60789,1;1;0,21;98,3362106;12,7;1621,827;9;-0,0296416;0,374144;0,4581654;0,3773912;0,6418828;0,9992626;0,1400346
"605";"ITA";2015;99,9916667;106,0946764;446,3334;494,2204;1,71;9,914144;13294,414;131,5566;1,508215;1610,339;60730,6;1;-0,01975;98,9679714;11,9;1652,085;9;0,0162641;0,4479527;0,3759197;0,275051;0,7288107;1,034772;0,1427269
"606";"ITA";2016;99,9416667;107,3174226;446,4549;500,5884;1,49;10,106614;13449,152;131,3965;1,3984889;1606,178;60627,5;1;-0,2641667;99,3302548;11,7;1689,824;9;0,0844068;0,5347704;0,3694153;0,3291599;0,7105919;1,034976;0,1402313
"607";"ITA";2017;101,2666667;107,885635;488,0359;538,3395;2,11;10,085777;13586,457;131,3555;1,4075061;1609,303;60536,7;1;-0,33;100,4714535;11,2;1727,382;9;0,188601;0,5021274;0,3067282;0,3246247;0,7040223;1,054607;0,1412875
"608";"ITA";2018;102,525;108,8005459;513,9913;557,9519;2,61;9,993775;NA;132,156;1,5637046;1616,756;60437,7;1;-0,32;100,7833303;10,6;1756,982;9;0,2356661;0,4138835;0,3502454;0,2463965;0,7264114;1,046784;0,1437135
"609";"ITA";2019;103,4026907;109,5108693;537,579;577,9301;NA;10,24034;NA;133,7367;1,1711826;1621,22;60419,229;1;NA;100,8818088;10,9;1770,233;9;0,2398421;0,4619361;0,4626993;0,280191;0,9549631;0,9722701;0,1366704
"610";"ITA";2020;104,5848066;110,6490928;562,7771;602,9881;NA;10,284728;NA;135,2159;0,2381132;1629,211;60395,369;1;NA;101,2135613;11;1801,363;9;NA;NA;NA;NA;NA;NA;NA
"611";"NLD";1960;NA;8,6076543;5,4099;5,8153;4,2;NA;1033,703;NA;NA;NA;11486,631;1,821278662;2,1;52,8139918;0,9;12,6276;11;NA;NA;NA;NA;NA;NA;NA
"612";"NLD";1961;NA;9,0777047;5,813;6,0252;3,91;NA;1064,318;NA;NA;NA;11638,712;1,769080324;1,14;53,1728758;0,7;13,7251;11;NA;NA;NA;NA;NA;NA;NA
"613";"NLD";1962;NA;9,4617055;6,174;6,4365;4,21;NA;1093,742;NA;NA;NA;11805,689;1,757345567;1,88;53,8498773;0,6;14,8743;11;NA;NA;NA;NA;NA;NA;NA
"614";"NLD";1963;NA;9,9060787;6,8725;6,9968;4,22;NA;1120,069;NA;NA;NA;11965,966;1,757345567;1,98;54,6045038;0,7;16,1373;11;NA;NA;NA;NA;NA;NA;NA
"615";"NLD";1964;NA;10,7655554;8,0821;7,9789;4,92;NA;1147,619;NA;NA;NA;12127,12;1,757345567;3,45;57,4777133;0,5;18,9887;11;NA;NA;NA;NA;NA;NA;NA
"616";"NLD";1965;NA;11,4239585;8,6226;8,7786;5,21;0,197564;1176,091;NA;NA;183,265;12294,732;1,757345567;3,96;59,123462;0,6;21,2076;11;NA;NA;NA;NA;NA;NA;NA
"617";"NLD";1966;NA;12,1075407;9,2955;9,3001;6,24;0,197564;1204,237;NA;NA;193,6475;12456,251;1,757345567;4,87;59,3280185;0,8;23,0928;11;NA;NA;NA;NA;NA;NA;NA
"618";"NLD";1967;NA;12,6760769;9,8451;9,9597;6;0,197564;1235,482;NA;NA;204,5194;12598,201;1,749145759;4,69;61,3556541;1,7;25,4536;11;NA;NA;NA;NA;NA;NA;NA
"619";"NLD";1968;NA;13,6691226;11,1871;11,5618;6,22;0,68566;1266,556;NA;NA;215,455;12729,721;1,690131642;4,55;63,5439142;1,5;29,209;11;NA;NA;NA;NA;NA;NA;NA
"620";"NLD";1969;NA;14,6410456;13,2815;13,6688;7,04;1,175238;1295,974;NA;NA;226,3563;12873;1,679132009;5,71;65,6956014;1,1;33,2972;11;NA;NA;NA;NA;NA;NA;NA
"621";"NLD";1970;NA;15,4668068;16,1676;16,1072;7,83;1,586398;1325,362;NA;NA;237,8978;13032;1,679209152;6,15;67,7137405;1;37,3349;11;NA;NA;NA;NA;NA;NA;NA
"622";"NLD";1971;NA;17,0240732;17,9902;18,6075;7,05;2,008766;1353,837;NA;NA;249,1604;13194;1,659705678;4,45;68,8434908;1,3;42,868;11;NA;NA;NA;NA;NA;NA;NA
"623";"NLD";1972;NA;18,7080852;19,1817;21,1499;6,67;2,538551;1381,597;NA;NA;259,1338;13330;1,633572476;2,74;70,2515134;2,3;48,7732;11;NA;NA;NA;NA;NA;NA;NA
"624";"NLD";1973;NA;21,309175;23,8684;26,6033;7,31;2,835027;1410,78;NA;NA;268,8621;13438;1,555803622;7,54;72,4301032;2,4;58,579;11;NA;NA;NA;NA;NA;NA;NA
"625";"NLD";1974;NA;26,0105773;33,7671;37,2632;10,69;3,09006;1442,856;NA;NA;277,6342;13543;1,438959754;10,36;73,6389191;2,9;73,9619;11;NA;NA;NA;NA;NA;NA;NA
"626";"NLD";1975;NA;28,4404558;34,7415;38,4061;9,15;3,850651;1474,788;38,4529;NA;285,0235;13660;1,422555599;5,35;72,9296861;5,5;80,873;11;NA;NA;NA;NA;NA;NA;NA
"627";"NLD";1976;NA;32,8836682;43,1919;47,4272;9,2;4,172932;1502,235;38,2488;NA;292,7237;13773;1,340988606;7,37;75,0969921;5,8;97,6747;11;NA;NA;NA;NA;NA;NA;NA
"628";"NLD";1977;NA;36,5592437;48,684;51,1497;8,49;4,639209;1531,82;38,0932;NA;299,9472;13856;1,270634521;4,75;75,8341708;5,6;111,3293;11;NA;NA;NA;NA;NA;NA;NA
"629";"NLD";1978;NA;39,1531219;52,1232;53,7096;8,05;5,290453;1565,111;39,2154;NA;306,7392;13939;1,249751555;6,97;76,548763;5,6;122,4428;11;NA;NA;NA;NA;NA;NA;NA
"630";"NLD";1979;NA;41,1006843;61,2178;62,7567;9,2;5,908637;1598,11;40,9207;NA;313,344;14034;1,247332907;9,58;76,4823742;5,7;131,1222;11;NA;NA;NA;NA;NA;NA;NA
"631";"NLD";1980;NA;43,4771419;69,4511;70,8737;10,74;6,439498;1628,666;43,1709;NA;320,0349;14148;1,252560455;10,55;76,1752623;6,4;140,565;11;NA;NA;NA;NA;NA;NA;NA
"632";"NLD";1981;NA;46,0081864;73,7631;81,0131;12,24;7,105209;1655,134;46,4887;NA;324,3312;14247;1,259290015;11,77;75,5030889;8,9;147,5825;11;NA;NA;NA;NA;NA;NA;NA
"633";"NLD";1982;NA;51,1039628;80,3074;88,8866;10,45;7,945535;1678,187;51,979;NA;327,0505;14312;1,186140645;8,21;75,1334386;11,8;161,8945;11;NA;NA;NA;NA;NA;NA;NA
"634";"NLD";1983;NA;53,3803777;86,6955;94,2294;8,81;7,482359;1698,286;57,908;NA;332,398;14368;1,151331164;5,67;77,0241317;9,5;172,6065;11;NA;NA;NA;NA;NA;NA;NA
"635";"NLD";1984;NA;54,9116714;95,4221;106,8657;8,56;7,745776;1719,102;61,3264;NA;336,6572;14423;1,145046308;6,08;78,7230554;9,3;182,9942;11;NA;NA;NA;NA;NA;NA;NA
"636";"NLD";1985;NA;55,6593355;103,8474;113,9816;7,34;7,642267;1749,467;66,4998;NA;342,8201;14488;1,13944666;6,26;79,293257;8,4;190,2717;11;NA;NA;NA;NA;NA;NA;NA
"637";"NLD";1986;NA;58,3352165;94,9999;104,0993;6,19;7,459404;1786,601;68,262;NA;350,3755;14567;1,089480921;5,66;79,7471618;7,6;204,977;11;NA;NA;NA;NA;NA;NA;NA
"638";"NLD";1987;NA;59,374058;98,2975;105,1602;6,41;7,362565;1822,041;70,5769;NA;358,6304;14664;1,059204705;5,36;79,8794461;7,5;212,6563;11;NA;NA;NA;NA;NA;NA;NA
"639";"NLD";1988;NA;59,8450697;106,9805;114,7116;6,42;7,250286;1858,537;73,0766;NA;368,456;14760;1,059481511;4,82;81,1263123;7,4;221,7193;11;NA;NA;NA;NA;NA;NA;NA
"640";"NLD";1989;59,3737774;60,6396157;119,6602;129,1015;7,21;7,000976;1891,315;73,1291;NA;379,4059;14846;1,059694787;7,39;82,8525009;6,7;234,5934;11;NA;NA;NA;NA;NA;NA;NA
"641";"NLD";1990;60,7987481;62,2017973;124,3955;136,4196;8,92;6,802646;1919,633;73,2925;NA;391,1241;14947;1,049194313;8,68;84,2711782;6,1;250,7033;11;NA;NA;NA;NA;NA;NA;NA
